content,score,at
Banyak aturan.nya saya tidak pernah melakukan penyiksaan ikan tapy di banned karena penyiksaan hewan semakin hari semakin buruk.lah facebook itu,1,2022-03-07 11:56:02
KENAPA GA BISA LEBIH DARI 5000 PERTEMANAN? PADAHAL SUDAH SAYA SETING KEPENGATURAN PUBLIK SEMUA. KENAPA FB WOI???? KENAPA????,5,2022-03-07 11:48:50
Aplikasi bermasalah mulu. Tiap update masak Facebook berenti mulu gak bisa d buka. Aplikasi apa lahhhh ini. Percuma instal juga klo kek gitu,1,2022-03-07 11:47:51
"Facebook ini sebenarnya sudah bagus, tapi sayangnya pelayanan nya sangat buruk, kadang eror, privasi kurang ketat, dan kebanyakan orang sudah lebih memilih Instagram dan tiktok.",1,2022-03-07 11:38:23
Lapoooor...! kenapa akun fb saya tiba2 hilang bak di telan bumi tanpa ada kesalahan yang jelas klo memang harus ganti akun/ kata sandi kenapa susah banget masuknya sekarang tolong di bantuu..,1,2022-03-07 09:22:33
"Seseorang telah mengganti pasword facebook saya, dan menghapus nomor ponsel saya untuk pemulihan, sehingga saya tidak dapat mereset pasword saya. Dapatkan facebook membantu saya untuk login ke akun saya",5,2022-03-07 09:10:36
"ada apa dengan fb ya ..kok tiba tiba fb saya gak bisa lhat update gak bisa lihat pemberitahuan juga gak bisa unggah foto, apakah fb sedang ada gangguab?",3,2022-03-07 08:17:45
Kenapa Facebook saya yang sudah saya pakai 11 tahun di heck seperti ini... tolong kembalikan Facebook saya..,1,2022-03-07 07:52:21
Akun saya dibajak dan saya minta bantuannya untuk pihak Facebook untuk mengembalikan akun saya yang hilang mohon di bantu,5,2022-03-07 07:43:26
Akun saya di blokir dengan alasan saya memposting hal yg melecehkan anak. Padahal saya ga pernah merasa telah memposting itu. Facebook saya cuma terkait ke game sama aplikasi lainnya. Fb di blokir maka beberapa aplikasi lainnya yg terkait ikut tidak bisa di gunakan,2,2022-03-07 05:21:43
"SDH berkali kali saya hapus kenapa ,di pojok atas kanan FB tertulis beli data pada hal saya masih ada data, Sepertinya kita dipaksa Telkomsel beli data baru cerita bisa di buka. Maaf terpaksa FB ini TDK pantas di gunakan. Hapuuuuuuus lagi",1,2022-03-07 04:58:13
"Aplikasi goblog. Banyak BUG nya. Kalo lagi lihat foto banyak di album kadang menu nya gak muncul, klik foto yang muncul foto lain.",1,2022-03-07 04:24:30
Tolong dong diperbaiki pihak Facebook.Saya mau bikin akun Facebook yang baru gak bjsa² terus.Padahal saya gak pernah posting kekerasan apalagi ujaran kebencian dan gak pernah nyebarin foto atau video yang berbau porn. .ini Facebook sekarang kenapa ya kok gak bisa masuk ke akun padahal saya udah bikin yang baru.Tolong diperbaiki segera mungkin dan juga balikan akun pribadi saya,2,2022-03-07 03:29:16
Benar-benar kecewa sama Facebook. Saya coba menggunakan iklan FB dan sudah memasukkan sejumlah uang di akun iklan saya. Dan beberapa hari berikutnya akun saya dikunci. Ahahah sumpah deh gini amat meta cari duit. Kalau mau dikunci setidaknya keluarin fitur pengembalian dana! Buat yg lain jangan sampai pake FB ads,1,2022-03-07 02:12:35
"Kak tolong donk, Facebook AQ kata sandi nya lupa v dari kemarin AQ konfirmasi pake no hp buat ngeriset sandi nya v ngk ada di kirim kirim dari pihak Facebook, tolong donk kak",3,2022-03-07 01:19:16
"Kalau boleh nanya..""Apakah benar Facebook harus di update 1x24 jam ? Buktinya setelah saya update besok nya lagi muncul notifikasi minta di Update lagi ? Kalau memang begitu mau offline dari FB lagian gak saya jadikan komersial FB saya hanya hiburan semata !!! Atau memang karena ada kesalahan technis di hp saya ? Mohon penjelasanya ???",1,2022-03-06 23:37:17
"Pantes reting nya turun! tidak sesuai dengan iklannya, saya sangat kecewa. Apakah Anda adalah produsen yang menghancurkan hati konsumen ⁉️",1,2022-03-06 20:29:25
Saya sangat membantu dan mengabarkan ke segala masyarakat terkait pemberian dan saya minta kepada fb tolong di catat terkait yang heker fb kita itu aja supaya lancar untuk pemberitaan,5,2022-03-06 17:55:41
"Saya sudah 10 tahun lebih bermain fb, ketika saya mau memperbaharui fb supaya lebih private. Rasanya saya seperti dipersulit fb. Jika ini terus seperti ini, walaupun saya masih menikmati fb. Mungkin saya akan hapus akun. Facebook terlalu mendikte pengguna. Urusan facebook adalah duit dan iklan. Urusan pengguna adalah sisanya, mau privasi mau tidak. Itu urusan saya.",1,2022-03-06 17:38:44
Tolong FB atas nama Elma ria Sianturi di aktifkan. Saya akan mengubah tahun kelahiran saya seperti semula.. Saya kemaren salah ketik. Saya buat tahun kelahiran anak saya yg di bawah umur. Tolong lha FB . FB saya d aktif kan. Saya mohon ke pd FB.,1,2022-03-06 16:05:46
Aku kasih kamu bintang lima karena Facebook ini bagus loh'/ X '; aku udah dapat nomor wa dari Facebook ini . jangan lupa di donlowt okey ; 😊♥️,5,2022-03-06 16:01:22
Ada apa dengan facebook . Sangat kecewa kali ini akun saya di nonaktifkan tiba tiba tanpa alasan jelas ... uninstal👎,1,2022-03-06 15:29:05
Saya sudah pakai facebook dari 2011 aman aja..kenapa sekarang ini aku fb saya ke hack orang tidak bertanggung jawab..tolong dong admin bantu kembalikan akun saya..,1,2022-03-06 14:28:21
"Aku kena Dua Faktor n minta kode arah ke Ymail.yg ga ku pakai hilang email..tapi g bisa kode kirim sms saja kenapa susah banget!!! Padahal dulu enak bisa kirim kode ke SMS saja..ribet FB skr. Klo IG kuaktiff kode akan kirim ke nomer saya.cuma FB saja g bisa pdhl uda q masukin nomer hp lamaa..kenapa ga bisa..mohon bantuuin😭😭😭 Kenapa arah ke Ymail..kenapa g bisa milih nomer hp ku kn bisa kirim kode SMS!!!!!! game aku semua g bisa q buka gara"" FB aku di kunci.tolong BALIKKIN FB SEPERTI DULU😡",1,2022-03-06 14:27:53
Facebook sekarang sudah semakin tolol akun saya di band padahal akun nya ga pernah kirim²yang yang aneh aneh atau pun itu vidio sex saya ga pernah tapi aneh nya Facebook kalo yang ngirim vidio sex malah di biarin lolos Aplikasi Facebook update tan sekarang semakin TOLOL 😡😡😡👎,1,2022-03-06 14:13:25
Saya sudah pakai Facebook sejak 2009.. Tiba saya gak bisa masuk.. Sedih deh.. Padahal teman sudah banyak harus bikin baru lagi...,3,2022-03-06 12:58:47
Gila sekarang ngelike status orang aja udah gak boleh. Akun yg lama saya kena hack orang padahal udah ketat banget masih aja kebobolan...banyak orang gak jelas padahal akun lama saya udah puluhan thn banyak kenangan buat yg zolim semoga kena azab yg pedih,1,2022-03-06 12:33:55
Babi aplikasi in !!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!+++!!!!!!!!!;!!!!!!!!!;;;;;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!;tapi boong,1,2022-03-06 12:13:19
Kenapa ya akun saya tidak bisa di buka sllu minta tinjauan saya bingung jadinya apa salah saya sampai ni akun gak bisa di buka padahal ni akun cuma buat main game aja tidak pernah posting yg enggak enggak,1,2022-03-06 12:06:17
"Mantap fb,,,bisa banyak teman,,,kalau bisa fb ini di khususkan wilayah medan jadi kan enak bisa dtng di rumah sekalian bisa silahturahmi",5,2022-03-06 10:05:45
"Fb saya dari tahun 2010,ga pernah bermasalah,, Skrg malah ga bisa buka Akun protect lah,apalah",1,2022-03-06 10:04:22
Dengan adanya perubahan Facebook yang lama dan sekarang Facebook Meta saya belum melihat/ tidak mengetahui apakah yang terbaru ini FB Meta lebih bagus ??? Harapan saya sebagai pengguna media sosial FB lebih baik dari sebelumnya. Mungkin tidak saya aja semua pengguna yang telah merubah/mengganti ke meta. Berharap lebih baik dr sebelumnya.,5,2022-03-06 09:57:10
"Halo Facebook akun saya telah di bajak nomor telepon dan email telah di ganti dengan email yang bukan milik saya, tolong bantu saya menemukan akun saya lg, saya punya bukti no telepon dan email lama dan kata sandi lama",5,2022-03-06 09:43:40
"Tolong dari pihak facebook, kenapa setiap ganti akun pasti selalu dinonaktifkan. Padahal banyak data2 penting yang ada di situ.",1,2022-03-06 09:29:15
"Facebook sekarang udah kayak SAMPAH,gak berguna lagi,tidak senyaman facebook dulu. Uninstal facebook.",1,2022-03-06 09:23:26
Kasih bintang 2... Makin kesini pihak fb makin gak jelas We bikin akun atas nana ayanorfa'azila di nonaktifkan karna tidak memenuhi standar komunitas... Melanggar nya dari mana Apa ada yg melenceng apa gimana... Akun buat di pake maen buat akun di game di nonaktifkan Di suruh verifikasi... Setelah verifikasi video selpi sampe sekarang gak juga bisa di buka malahan akan di nonaktifkan secara permanen setelah 30 hari jadi buat apa verifikasi dan video singkat itu...,2,2022-03-06 08:43:08
"Bagus tapi !!!!!!?!?!?!?!?!?!??!?!?!?!?!?!?!??!?!?!?!?!??!?!??!?!??!?!?!?!?!?!??!?!?!?!?!?!?!??!?!?!?!?!??!?!?@???!?!?!?!??!?!!?!,?@?!??!?!?!?!??!?!??!?!?!??!?!?!???!?!????!?!??!?!?!?!??!?!?!?!?? Iklannya lama banget",4,2022-03-06 07:05:59
"Sudah kelewatan lah peraturannya min,,saya cuma posting gambar meme yang berisi kata kata,,dan tidak mengandung unsur negatif atau ketelanjangan kenapa akun saya harus dikarantina,,bijak dong buat peraturan,,jangan asal asalan,,kecewa banget saya sama peraturan gak jelas",1,2022-03-06 07:02:38
"Saya punya akun udah kurang lebih sekitar 15tahun, tiba2 akun log out sendiri minta kode log in, udah lama sih, sampai skg masih tidak bisa log in Gimana sih 😤😡",1,2022-03-06 06:47:37
"Kenapa saya ga bisa login menggunakan aplikasi,sedangkan saat saya login menggunakan google chrome saya bisa masuk. TOLONG DI PERBAIKI SECEPATNYA!!!",1,2022-03-06 06:08:48
Afk tolol masih belum di perbaiki masa akun Facebook ga diapa apain tiba tiba langsung di nonaktifkan. Saya mohon kepada pihak Facebook untuk memperbaiki sekian kekecewaan kami Terimakasih,1,2022-03-06 06:02:54
"Akun facebook banyak yang di bajak, untuk pemulihan saya rasa sangat sulit. Jika akun facebook sudah tetaut dengan email milik orang lain, sementara nomor yang kita daftarkan di akun facebook sudah tidak aktif. Seperti tidak ada solusi...!!!",3,2022-03-06 05:48:09
Akun saya ko bisa di pakai orang? Ko bisa kena hack..?? Padahal email punya sendiri tapi ga bisa di pulihkan.,1,2022-03-06 05:37:52
"Akun facebook saya terkunci konfirmasi minta paspor, saya anak sma bkn orang luar negeri udh di kasih berkas akte sama ktp masih tidak sesuai syarat",1,2022-03-06 05:10:52
"Kak tolong dengan sangat ini akun Facebook saya kena hack gak bisa di buka, gimana cara ngatasinnya supaya bisa kebuka lagi?? Ini kejadiannya udh banyak",1,2022-03-06 05:01:37
Mohon maaf untuk Facebook.. Mengapa beberapa fitur d Facebook sy tdk bisa d buka... Padahal sebelumya semua normal saja🙏🙏🙏.. Mohon untuk kebijakannya...,5,2022-03-06 04:34:31
Payah. - Tambah teman ngak bisa. - posting sugar glider di bilang jualan senjata api. - terlalu sadis sama peraturannya. - bikin susah orang yg lagi cari rejeki buat keluarganya. - postingan benar di salahin. Postingan yg salah katanya TIDAK MELANGGAR. Pretttttttt.,1,2022-03-06 04:26:25
Tolong dong di aplikasi marketplace fitur GRATIS nya HAPUS. Buat apa jualan di facebook kalo penasaran liat harga harus DM? Dan yg jual juga mau jualan atau mau ngasih GRATIS.,3,2022-03-06 02:41:49
"Tolong untuk pihak Facebook dibaca . Ini Saya dari tanggal 25 Feb 2022 tidak bisa Login ke Akun saya , dengan alasan 1. Login saya tidak dikenal 2. kemanan akun Harus menggunakan Autentikasi 2 faktor atau pakai Aplikasi Google Authenticator . 3. Saya sudah Email ke Pihak Facebook , tapi tidak pernah ada respon sama sekali . tolong perbaiki Terimakasih .",1,2022-03-06 02:37:22
"Knp gabisa masuk pdhl udh di update dan jaringan udh bagus, sandi udh bner ruang penyimpanan juga masi ada tapi kok pas login ad pemberitahuan ""maaf tidak dapat masuk. Harap periksa koneksi internet anda.",1,2022-03-06 02:27:26
Sy suka bangat!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ¡!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!,5,2022-03-06 02:13:42
Maaf nih admin aku kasih bintang 2 dulu soalnya akun ku udah lama tapi kok hilang ya.padahal aku cuma uninstall kenapa gak balik akun nya gak kayak dulu langsung login udah ada akun tinggal pencet jadi tolong perbaiki mohon jawabannya,2,2022-03-06 02:03:42
"Satu satunya aplikasi yg ga butuh pengguna. Asal main hapus akun orang. Padahal benar akun milik saya eh malah dikira milik orang lain padahal sudah verifikasi wajah tp ga ada kejelasannya. Mau ga mau bikin akun lagi, eh malah mengalami hal yg sama, diulang lagi sama lagi. Emang ini aplikasi ga butuh user guys. Kasih bintang 1 ja kecewa saya sama aplikasi ini. Akun lama saya malah dibanned. Songong semua adminnya",1,2022-03-06 01:26:14
Tolong lah pihak Facebook gw cuma mau ganti identitas tapi salah lalu gw ulang kok mau di nonaktifkan permanen? Tolong lah di situ ada akun game saya,1,2022-03-05 22:00:45
"Tolong dong jangan asal nonaktifkan akun Facebook saya, udah ngelakuin banyak cara buat mengaktifkan tapi hasilnya nihil",1,2022-03-05 20:06:01
"Ntah bagaimana Sekarang FB ini suruh "" beli data di my Telkom ,FB saya terus mode gratis ,saya tidak bisa menonton siaran langsung Teman , benar"" tidak bagus seperti ini",1,2022-03-05 19:50:35
"MOHON KEPADA PIHAK FACEBOOK UNTUK MENGAKTIFKAN KEMBALI KODE A2F KUNCI LAYAR AKUN FB SAYA HILANG KARENA HABIS RESTAR HP TRUS KETIKA SAYA MAU MASUK FB MALAH MINTA KODE A2F KUNCI LACAR SEDANGKAN OPSI ITU UDAH NGAK ADA MOHON KEPADA PIHAK FACEBOOK UNTUK MEMPERHATIKAN DAN MEMPERBAIKI KESALAHAN"" DARI APLIKASI FACEBOOK.",2,2022-03-05 18:57:38
"Hi facebook, akun saya di hack, email dan no telpon saya diganti. Saya tidak bisa lagi masuk ke fb dengan akun ini. Tolong kembalikan Akun saya.",2,2022-03-05 17:54:54
"Semenjak pembaharuan, fb jadi error, ngga bisa upload foto, share link juga ngg bisa, ngga bisa dibuka semua, parah",1,2022-03-05 17:10:15
"Padahal sudah lama pakai Facebook aman aman saja tapi beberapa hari yg lalu akun sy di hack sama orang tidak dikenal, dan saya tidak bisa masuk ke akun saya lagi. Tolong bantuannya agar Facebook saya kembali.",5,2022-03-05 17:01:59
Makin kesini facebook makin jelek. Facebook saya akun nya tidak bisa dibuka lagi.padahal akun saya itu sudah akun cukup lama. Kok malah sekarang tdk bisa dbuka lagi. Kok bisa dhack bisa dbobol.ada apa dengan facebook.tolong kembaliin akun saya .jelek banget apk facebook skrg!,1,2022-03-05 16:32:09
Saya kasih bintang satu saya kecewa kenapa belakangan ini akun facebook saya tidak bisa di buka selalu muncul kesalahan yang tidak terduga padahal sinyal dirumah saya banyak setiap mau buka akun yang muncul kaya gitu terus kenapa yaa😡!!!,1,2022-03-05 15:34:41
Kenapa sering-sering nya beralih ke mode teks tanpa gambar dan suru ngisi data... Kuota banyak Kadang pake fiwi masi gitu mulu Bikin gk nyama banget Tolong pihak fb perbaiki Ketidak nyamanan ini,1,2022-03-05 15:26:45
"Mengapa mode gratis selalu muncul tiba² saat sedang asyik lihat video, bagaimana caranya mode gratis itu di hilangkan saja... Sangat mengganggu tampilan facebook",1,2022-03-05 14:00:02
Fitur story musknya kmana woiiiiiiooiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiwwwwwwwwwooooooooooooooooooooooiiiiiiiiiiiiiiiiiii Balikin story musknyaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Story musik mana??? Kembalikan. Woooooooiiiiiiiiiiiiiiiii,1,2022-03-05 13:21:44
"Mau Facebook lite atau Facebook biasa sama aja ga jelas tiba""diban yang muncul diberanda itu Mulu kecewa beda sama yang dulu selalu bikin senang sekarang malah bikin emosi",1,2022-03-05 12:33:02
"PUSAT KANTOR FACEBOOK, *JANGAN SUKA SERING HACK AKUN FB SAYA...??!!! TUJUAN BAIK DAN MULIA DIRIDHOI ALLOH SWT, LAKOK SERING FB SAYA... KAMU BLOKIR POSTINGANNYA DAN ALASAN TIDAK ETIKA....!!!!! KANTOR PUSAT FACEBOOK BUKA MATAAA HATIMUUU !!!",5,2022-03-05 12:15:28
Kok akun FB saya masih kekunci padahal saya sudah mengikuti petunjuknya.saya mohon bantuannya agar akun FB saya bisa di buka kembali,1,2022-03-05 11:51:03
"Sangat mengecewakan sekali facebook!!! Salah apa tiba tiba kena banned,, 29 hari.. Nyesel gua instal.. Auto Un-install",1,2022-03-05 11:25:16
tolong di bantu siaran langsung judi online tolong di hapus di fb kalau perlu akunx di blok saya sudah melapor bahkan blokir tapi masih muncul2,1,2022-03-05 11:02:58
"Assalamualaikum teman teman semua saya akan cerita tentang Facebook ini kita bisa lihat postingan orang pasti ad yang minta pertemanan dengan kita,kita bisa posting foto bisa bikin cerita foto video jadi itu saja penjelasan dari saya terimakasih buat teman teman sudah mau mendengarkan cerita dari saya terimakasih ya teman-teman 😊😊😊",5,2022-03-05 10:02:35
Setelah diupdate bermunculan iklan porno di beranda saya padahal sudah saya tolak semua iklan porno tetapi tetap terus bermunculan sungguh mengecewakan aplikasinya makin lama makin buruk,1,2022-03-05 09:21:40
Fecebook setelah di update ko makin ngaco sih ga ada fitur musik nya dan gabisa foto tolong dong di perbaiki gimana si ini saya kecewa sama fecebook!,2,2022-03-05 05:20:03
"fb saya kena hack, pdahal saya gak ngapa2in , aneh, tolong dong FB ngambil kebijakannya yg sesuai,",1,2022-03-05 05:05:59
Komentar gak bisa di lihat.. udah di kasih pengaturan semua komentar tetap aja gak bisa di lihat.. bgsad malah ngerepotin,1,2022-03-05 04:18:14
"Facebook saya terkena hack, password yang saya pakai salah, padahal sudah benar saya masukan nya. Tolong pihak Facebook untuk menambal keamanan Facebook, terimakasih",4,2022-03-05 03:38:02
3 akun FB saya dikunci tanpa alasan yg jelas..padahal saya jarang buka FB skalinya buka FB eh malah dikunci.. brengsek ini terakhir kali bkin FB klo di kunci lagi stop dah main FB.. uninstal !!,1,2022-03-05 02:52:35
"Kecewa skali saya aktifkan dual facktor malah sekarng tidak bisa menerima sms notifikasi kode sandi dari facebook gimana sih Facebook ini sudah tambah tidak nyaman penggunaannya tolong di perbaiki lagi , sandi dan gmail sudah sinkron tapi tunggu notifikasi dual factor lama banget ga masuk2 ini",4,2022-03-05 01:56:39
Kenapa face ikut2an rezim memblok setiap pistingan Habib? Salahnya apa coba? Banyak koruptor dan org yg akan menggerogoti negara tapi baik2 aja.,5,2022-03-04 19:19:48
Terima kasih tim Facebook semakin banyak fitur di FB salah satunya marketplace cari barang atau jasa jadi lebih mudah dan membantu banyak usaha dimasa pandemi yg belum ada akhirnya,5,2022-03-04 17:55:47
"Akun sialan bikin susah, kenapa juga di bodohi dgn akun sialan bikin pusing dgn aturan yg menyusahkan, sudah bagus yg lama bikin hal yg aneh",1,2022-03-04 17:32:39
"Hapus gak!!!!! Pilihan mode pinjaman datanya...bner² menjebak, kadang kpencet sama bocil,padahal kuota gw berlimpah,gak pernah kekurangan.. merasa dijebak gw,gegara pinjeman data operator qimax...gak fakir² kali lah akuu....!!!!",5,2022-03-04 17:31:11
(untuk akun yang terkunci) Tolong ubah opsi Konfirmasi Identitas Menjadi Dapatkan Kode Melalui Email atau nomor telepon. Perbaiki masalah ini secepatnya!,1,2022-03-04 17:04:22
"Tolong ini kenapa muncul ""kami sudah menerima informasi anda"" truss dibawahnya ada tulisan tutup saya pencet hbis itu kembali lagi ke tulisan itu. Tolong ya facebook saya ga nyaman bngt loh",1,2022-03-04 15:53:20
"Di kasih bintang 5 pun percuma, top up tiap hari pun percuma, top up juga ga di kasih menang, abis top up pasti langsung di kasih habis, heran saya, yang adil lah admin kita juga pengen di kasih menang, masa abis top-up langsung di kasih habis",2,2022-03-04 15:44:00
"Hapus saja fitur mode gratis sangat mengganggu, putar otomatis selalu nonaktif karena fitur mode gratis padahal ada paket data. Hapus saja fitur ga berguna itu",1,2022-03-04 15:07:56
Saya sangat kecewa karna banyak postingan di market place FB seperti pelecehan tolong di perbaiki lagi karna banyak penguna Facebook yg masih di bawah umur atau anak anak,1,2022-03-04 14:27:10
"Gimana nih..masak mau buka fb gak bisa..dan facebook terkunci sandi salah terus,padahal kata sandi bener...",1,2022-03-04 14:18:44
"Sudah berpuluh tahun saya gunakan fb ini tapi tidak pernah di perbaiki,saran saya agar Facebook membuat cara mengetahui akun teman yang sudah lama tidak aktif lagi biar kami bisa hapus, karena Facebook membatasi pertemanan..🙏 Dan sampai sekarang belum ada solusi🤦‍♂️",1,2022-03-04 13:43:50
"Apasih anj?? Masa gw mau masuk gk bisa? Ini hp baru loh,ini udh gw tutup tapi masih muncul tuh notif anjg emang tolomg di fiks coeg",1,2022-03-04 12:27:48
"Kemarin sampai sekarang, tidak bisa masuk akun Facebook saya, kenapa? Terpaksa harus buat akun baru..padahal itu akun yang selama hampir lima tahun lebih saya pakai... Mohon diperhatikan admin..!!",3,2022-03-04 12:14:16
"Aplikasi Ini Cukup Baik, Tapi Kenapa Setiap Mau Like Postingan Temen Di Beranda Saya, Selalu Muncul Tulisan, Anda Tidak Bisa Menggunakan Fitur Ini, Tolong Dong Di Perbaiki Facebok Saya.",1,2022-03-04 11:33:46
"Facebook tolong dong kembaliin fitur sorotan ceritaaaa!!!!!! Saya tuh pengen ngeliat-liat cerita saya yang pernah saya buat, apalagi yg udah bertahun-tahun lalu, pengen mengingat & melihat kembaliiiii",4,2022-03-04 09:26:10
"Aturan standar fb itu gimana sih!! ,mau buat akun baru kok langsung di nonaktif kan ,sampek ngulang 4x ,nyantumin nomor udah ,email juga udah ,tapi masih tetep di nonaktifkan trus ,lama"" kok gak jelas banget aturanya fb",1,2022-03-04 08:38:19
"Tolong kasih fitur tambahan dong kayak akses lokasi di google map biar tau siapa aja yg pake akun pengguna Facebook. Dan saya minta tolong banget, karena akun saya kena hack. Jadi, saya minta tolong banget.",3,2022-03-04 08:33:40
"Buat pihak Facebook tolong aplikasinya di perbaiki, karena kalau buka Facebook ga bisa padahal buka aplikasi lain bisa . Mau buka Facebook susah banget padahal cuma pengen liat story temen . Mohon segera diperbaiki agar para pengguna lain lebih nyaman menggunakan Facebook",1,2022-03-04 06:47:01
Mengapa FB saya terkunci dan tidak bisa di buka lagi padahal sudah ngikuti tahapan sungguh kali ini saya sangat kecewa,1,2022-03-04 06:34:21
"Menurut gua apk sosmed fitur yang paling lengkap, cuman bug nya aja nih kok makin lama makin banyak. Plus pengguna nya makin dikit",4,2022-03-04 06:15:03
"Gw baru bikin akun baru kok udh di ban 48jam,,. Alasan nya cuma gara2 terlalu banyak nge react & nge like fans page,, sumpah gk msk akal",1,2022-03-04 06:11:39
"Dikit"" update, tapi perubahannya gitu"" doang! Kelihatan banget developer FB yg sekarang cuma nyari untung doang! Dan tolong jangan asal nyaring laporan, pelajari dulu apakah itu melanggar aturan atau tidak dan jangan sesuka hati nge-banned sampe 30 hari..!!",1,2022-03-04 01:57:15
"sistem terbaru dari fb dan mesenger merugikan saya, saya tidak posting stories di fb atau mesenger, tetapi orang membalas stories saya, bahwa stories yg orang balas itu adalah stories dia sendiri. mohon tanggung jawab nya.",1,2022-03-03 23:56:08
"The one and only medsos yang paling komersil, yang mengharuskan penggunanya menggunakan aplikasi lagi (messenger) untuk urusan chatting nya...",5,2022-03-03 23:32:10
"Upload foto 3 hari kemudian kena pelanggaran tentang ketelanjangan seksual sampe sebulan padahal jelas-jelas foto itu hanyalah sebuah gambar karakter anime biasa yang ga sampe terlalu vulgar bagi saya, hahaha pantas FB bentar lagi mau bangkrut karna kebijakan yang terlalu overthinking bagi semua pengguna nya 😀👎",1,2022-03-03 22:10:24
Hanya satu pertanyaan kenapa selalu di minta update terus pada hal sudah di instal masih aja di minta update alasan dari google download tertunda ada apa tolong selusi admin,2,2022-03-03 19:48:40
"Saya sdh lama pake fb semenjak ada meta fb saya tidak bisa dibuka,bagaimana applikasi meta ini,sampai sekarang saya tidak bisa masuk ke fb saya.mau menghubungi pihak fb saya tidak tahu.kecewaaaaa banget",1,2022-03-03 17:59:29
"Kenapa akun saya yg lama,g bs d pakek,saya sngt kecewa dgn Facebook sekarang.masak tiba2 ada peringatan,akun anda memposting kekerasan sexual, sexual matamu.padahal,yg biasa saya post hanya ceramah keagamaan..tolong kembalikan akun saya.kalau nggak hps aj aplksi Facebook ini.",1,2022-03-03 17:51:20
Tolong kalau repoal anime di halaman jangan di klaim hak cipta lah padahalal ini juga buat mengenal anime di luar sana Lo asalakan ada judul animenya kan jadi enak mengenalkan anime selain BORUTO yang engga jelas,2,2022-03-03 17:09:28
Tida ada hujan tidak ada angin tiba-tiba akun. Di blokir alasanya positingan yang mengandung asusila lah kalau emang benar tolong di selidiki dan yang melaporkan di selidiki juga jikalau ada yang mencoba nge hack tolong di kasih konfirmasi.jangam asal blokir.,1,2022-03-03 16:36:33
"Loginnya sekarang susah, minta kode otp, udh lolos, ada pertanyaan konfirmasi, minta otp lagi, begitu seterusnya. Makin ditinggalkan nih aplikasi 👋👋",1,2022-03-03 15:35:08
"Saya tidak bisa menerima kode konfirmasi melalui sms,,untuk ganti sandi .. Mohon infonya minn,???",2,2022-03-03 14:43:57
"Ngapa mau ngasih bintang satu? Gw saranin kalau akun lu lu pada kena ban Mending diem aja ,semuanya akibat orang yg suka ngereport ,percuma juga ye kan lu lu pada komen gajelas di sini ,mau marah sama yg ngereport tapi percuma juga ,gak bakal nyampe marah lu, tapi emang sih ngeselin juga kalau dikit dikit di ban ,apalagi gw kemaren diban sebulan padahal cuman bilang lancelot benc*ng",5,2022-03-03 14:40:53
Kenapasi iklan nya buaanyak banget sampek nonton video aja bolak balik iklan muluk . Apa beli pulsa cuman mau nonton iklan ? Iklan boleh lah tapi gak sampek bolak balik masak banyakan iklan nya,1,2022-03-03 14:22:34
"Padahal sudah lama pakai Facebook aman² saja tapi beberapa hari yang lalu akun saya di hack sama org yg tidak dikenal,,dan saya tidak bisa masuk lagi ke akun saya lagi,,ini bagaimana yaa Koo bisa akun saya kebobolan begitu,,,",4,2022-03-03 14:09:10
"Ga ngerti 12 tahun saya pake fb tidak pernah bisa di blokir . Sampai 2 fb saya skrang tidak bisa masuk alasan "" terjadi kesalahan tak terduga "" tolong kerjasamanya",1,2022-03-03 10:12:40
"FB ANEH ASAL BAN AKUN, PADAHAL NGGAK UPLOAD YG ANEH ANEH, KASIH BINTANG 1 AJA, ANEH LAMA LAMA INI FB DAN INI SAYA BUAT FB LAGI DAN TIBA TIBA DIKUNCI OLEH PIHAK FB, WHY? KENAPA? TIDAK MELAKUKAN APA APA KENAPA DIKUNCI!!!!!!!! TOLONGGGGG PIHAK FB YG BENER MEMBUAT NYAMAN YG MEMAKAI FB, GIMANA CARANYA NYAMAN PAKAI FB KALAU BEGINI CARA KERJA FB YANG TIDAK BECUS!!!!!!!",1,2022-03-03 08:15:50
"SANGAT JELK AKU FB SAYA HILANG PADAHAL SANDU KUAT DAN SEMACAMNYA NAMA AKUNNYA ""HAPID HUSADA"" TOLONG REPORT! DI HEK AKUN SAYA ANEH BANGET . TOLONG ADA KONFIRMASI MASALAH INI KALAU TIDAK PERCAYA COBA LIAT SCROLL KE BAWAH ADA POTO SAYA+ KAKA SAYA POKOKNYA MASALAH INI HARUS DI TANGANI",1,2022-03-03 05:23:31
Kok FB saya sekarang tidak bisa di buka pdahl kemaren2 msih bisa. Tolong di perbaiki. Saya sdh memasukkan email dan kata sandi yng sama tetap tdak bsa dibuka,1,2022-03-03 04:19:54
